Message,sentimen_bert,sentimen_vader
ngopi langsung coffee shop kalo rame2 seru,positive,neutral
gass jangan sia2kan kpn lagi dpt hargaa gin,positive,neutral
klo ngopi tuh kaya yang kurang hehe d,neutral,neutral
infokaan bisa dipake ada majalengka ngtidak,neutral,neutral
untung tinggal inpoohh,positive,neutral
id pinjam 300 min,neutral,neutral
selamat kakak semuanyaaaa,positive,neutral
beuh mantep banyak harga,positive,neutral
tidak bikin pertamax bersih minimal ppm 50 lah jangan ppm 400 rusak mesin banyak kerak,negative,neutral
min rubah baik ppm pertamax masak ppm pertamax 400 bikin mesin kotor kerak mesti ppm 50 lah,negative,neutral
cieeeee id selamattt,positive,neutral
tunggu traktir mimin wkwkwk,positive,neutral
bisa semua spbu,negative,neutral
omg iki minimal isi brp liter om,neutral,neutral
di butuh kan ini bensin penuh jalan2,neutral,neutral
bnrrr banget woii solusi baik healing wkwk,positive,neutral
nunggu libur dulu sayang kalo ambil cuti,negative,neutral
besok aja ah isi bensin biar poin double xixixi,neutral,neutral
jumat makin ceria,positive,neutral
makin banyak aja award nya,positive,positive
bangtidak jadi user pertamax,negative,neutral
ayok ayo gweh isi full tank,neutral,neutral
masalah ada jalan keluar kita keluar jalanjalan,negative,neutral
maaf mengganggujika punya barkot pertalite bantu buat barkot bisa guna baru transfer 50ribuniat bantu jadi ada unsur menipuwa085701406515pajak mati bisaterimakasih 15menit jaditanpa ktp,negative,neutral
yg lebih bahaya salip lewat bahu jalan tol,negative,neutral
apa2 penting henti dadak,negative,neutral
stay safe kendara gais,neutral,positive
turut laku di semua jalan raya harus jalan tol hehehe,positive,neutral
kalo biasa kasih tanda lampu hazard kak,neutral,neutral
bahu jalan ada darurat bukan salip,negative,neutral
gue nunggu besok aja jaket pertamina dex,neutral,neutral
mending tuker poin sama voucher makan aja,neutral,neutral
sanggup aku kak bidding gila2an ngajuin poin wkwk,negative,neutral
helmet besok,neutral,neutral
gue mah nyari pasti aja kak kayak voucher kfc,positive,neutral
tarik sama sepatu nike,positive,neutral
punya poin banyak auto winz,positive,neutral
loh apa ini min,negative,neutral
tadi pagi ikut bidding boneka labubu tidak hufff,neutral,neutral
min kapan pertamax green masuk jogja,neutral,neutral
aku bisa ikut grand prize gak,neutral,positive
jas hujan wajib banget bawa turut,positive,neutral
sedia payung hujan sedia pertamax jalanjalan wkwkwk,positive,neutral
kalo gue skrng lebih neng pake sandal kak kalo motor,neutral,neutral
lets go mazeehh,positive,neutral
nah baru betul,negative,negative
cuman 2 item kak,negative,neutral
poin apa bakal hangus,negative,neutral
ayo hambur poin nya tukar produk biar hadiah undi buat amin,neutral,neutral
gue mah mending tuker poin buat grand prize aja,neutral,positive
mah sistem kaya lelang gitu paling tinggi tawar bakal menang,negative,neutral
semotidak gue untung,negative,neutral
topi kalah keren,negative,neutral
helm ku taruh semua poin ckckck,neutral,neutral
gass war helmet v,neutral,negative
cepat jutidak perhati kalo di jalan tol,negative,neutral
terima kasih ingat,positive,neutral
tetep berhatihati selamat nomor satu,positive,neutral
gak punya segititidak kam,negative,neutral
nomor 4 bahaya buat selamat dan orang,negative,neutral
spbu 34 mah boro boro pake my pertamina alesan jaring eror mulu wkkw,negative,neutral
kasih promo lebih banyak kak d,positive,neutral
oke gue isiin bensin sampe full abis kita keliling kota kata selalu aku nanti,neutral,neutral
ahahaha kocak bgtt,positive,neutral
pake pertamax enak pake ngantri baru datang udah langsung pulang,positive,neutral
nyesek yaudah gapapa,negative,neutral
i like monday paling gua suka,positive,positive
min sy mau cek spbu sudah support mypertamina kab ciamis,neutral,positive
gw mau jadi model iklan dong,negative,neutral
okaaii langsung berangkat spbu sekarang,neutral,neutral
meluncurrrrr isi full tank piww piww,positive,neutral
coba promo beli berapa liter terus satu liter ada minsay,neutral,neutral
ngisi berapa liter mimin nggak kalo cuman 5 liter hehehe,negative,neutral
senin jadi lebih untung,positive,neutral
bisa2nya minta dibayarin sama tidak kenal wkwk,negative,neutral
tuhh kan makanya jangan sksd dehh,negative,neutral
tuh terus tiap senin y,negative,neutral
klo senin kemarin isi bensin apa dapat potong hartidak kak,neutral,neutral
kalo beli rabu tidak min,neutral,neutral
punten masuk pertamax turbo,neutral,neutral
hbd mypertamina semotidak makin baikdan selalu beri berkah energi bangsa,positive,neutral
promo spesial akhir tahun gak,negative,neutral
poin jutidak langsung banyak,negative,neutral
kandung sulfur rendah benar sih,negative,neutral
pertamax green segera invasi jateng,neutral,neutral
bau enak kalo pas ngisi bensin,negative,neutral
selamat kak smtidak terus maju,negative,neutral
apa aja lebih kalo isi turbo mimin,negative,neutral
apa tiap daerah bedabeda hartidak pertamax turbo min,neutral,neutral
harap cuman satu smtidak terus beri layan baik,negative,neutral
banyakin promo2nya kak,positive,neutral
min apa betul buat kerja mesin lebih optimal,positive,positive
sssiiuuppp dia gw tunggu hehe,negative,neutral
selamat bahagia semua,positive,neutral
gw rutin pake turbo hasil lebih responsif,positive,neutral
reward voucher,positive,positive
cuman sampe jam 2200,negative,neutral
tau gue kalo pake pertamax turbo kurang emisi gas,negative,neutral
pasta9 bright store yuk,neutral,positive
mobil aja bagus tidak kasih bensin baik,negative,neutral
paling penting duit,positive,neutral
bebas spbu mana aja kak,neutral,neutral
belanja bebas kan apa aja,positive,neutral
smpe kapan promosi nya min,neutral,neutral
lumayan lumanyun hehe,positive,neutral
selamat ulang tahun smtidak truss beri kontribusi negri,neutral,neutral
masuk pertamax green min,neutral,neutral
semotidak terus hadir inovasi solusi energi,neutral,neutral
waaawww baru tau gue min,negative,neutral
selamat ulang tahun,neutral,neutral
dong kasih hadiah buat user nya hehehe,positive,neutral
ohh dexliye jtidak masuk,negative,neutral
minimal belanja berapa ribu say,neutral,neutral
kalo beli tabung 25kg kak,neutral,neutral
tempat aku ada bright store,positive,positive
cek lokasi bright store area cikarang,neutral,positive
kalo isi 10 liter,neutral,neutral
mas kalo cash dapat potong hartidak gak,neutral,neutral
nice kak buat 2 orang gak,negative,positive
sampe tgl berapa kak promonya,positive,neutral
gw isi full kemaren mw nyoba rasa pake ron 95,positive,neutral
mumpung diskon mending manfaat,positive,neutral
skip dulu kak soal mau akhir tahun tempat wisata rame2nya,neutral,neutral
tetep semangat teman2 yuk yuk tahun 2025 lihat pangling,positive,neutral
udah sedia min,neutral,neutral
umur hidup pernah ngegym samsek haha,neutral,positive
kalong ada,neutral,neutral
klo gue mending sekali pertamax turbo soal sini sedia,positive,neutral
dua pilih ke pantai gunung hmm bingung mau,negative,neutral
rumah aja lebih enak nonton netf,positive,neutral
aku nunggu anak cuti sklh abis jalan2 dehh hehehe,neutral,neutral
wacana udah banyak belum laksana,negative,neutral
mimin kalo libur suka hayooo,negative,neutral
wuihh last mute tuker poin,positive,neutral
udah dong minlumayan,negative,neutral
ujan2 gin bensin hemat kak magerr,positive,neutral
meski kosong2 yang penting tuker poin dululahngamanin stok,positive,neutral
bro cepetan tuker poin loe,negative,neutral
posko mudik natal min,neutral,neutral
brrrrrmau mana sih kak ngisi bbm mulu,negative,neutral
baru pertama ngerasain tuker poin,positive,neutral
cek kak spbu lebak bulus aman stok pertamaxnya,positive,neutral
kayak tmn gweh ngajak ngegym samper malah tidur v,negative,neutral
kata laki2 yang lihat bukan ngegym bang tanggung jawab,negative,neutral
sudah tukar,positive,neutral
asseeek hidup memang sehat,positive,neutral
bro cepetan tuker poin loe,negative,neutral
kbm pake tabo terus mengapa baru 8 bln filter bbm sdh banyak residu,negative,neutral
klo pas di tol terus bensin habis gimana kak,negative,neutral
kasih paham abangkuh,negative,neutral
paling penting spbupertamina dimanamana hehe,positive,neutral
emang lebih baik pake pertamax,positive,neutral
jelas dong hartidak kualitas,negative,neutral
klo gweh biasa pake pertamax turbo,neutral,neutral
pertamax teman setia tiap jalan,positive,neutral
susahsusah kumpul poin habis kejap jeee,negative,neutral
voucher 300k butuh berapa poin buat nukerin nya,neutral,neutral
yah telat gigi aku baru selesai awat,negative,neutral
mimin pertamina emang terbaeeekk,negative,neutral
mimin apa sedia posko mudik lama natal,negative,neutral
buat tambal gigi lubang gak,neutral,neutral
voucher kaya gin kalo langsung dipake apa langsung hangus min,neutral,neutral
harap sy semotidak layan makin tingkat mulai dr safety quality and quantity fasilitas,neutral,positive
poin kamu brp,negative,neutral
bikin ngiler euy,positive,neutral
tuker lebih sekali min,negative,neutral
ken voucher alfagif ndakkkk,negative,neutral
iihhh mau bangetttt,negative,neutral
enak bgtt kayak,positive,neutral
pas banget poin mypertamina aku 350,neutral,neutral
wes habis point ku dipake bidding kemaren,negative,neutral
gasss lah,negative,neutral
senyum manis banget gula awet,positive,neutral
awat gigi emang perlu banget,neutral,neutral
makin pedeeee pas ketemu gebetan,positive,neutral
ken tshirt kak,positive,neutral
tidak tukar poin sama jas hujan,negative,neutral
jadi pede banget sih kak,positive,neutral
kalo misal pangku istri gapapa kan min,neutral,neutral
gue pernah ngalamin jedot pas kecil,negative,neutral
setujuuuuu naek motor nya gapapa depan,positive,neutral
kursi belakang bakal lebih safety,neutral,positive
paling rawan asal pencet ada dashboard mobil,neutral,neutral
betul lebih baik jok belakang aja,positive,neutral
ekehm supire fokus jalann,negative,neutral
mantap tips nya min,positive,neutral
satu wawas aku terima kasih min,neutral,neutral
kalo gue biasa suruh duduk belakang biar ganggu,neutral,neutral
id selalu dukung pertamina produk2 nyasejak 2019 lalu sudah guna aplikasi mypertamina ikut program2 nya,neutral,neutral
lets do it,negative,neutral
sudah tukar poin,neutral,neutral
masyaallah banyak cara jadi orang baik,positive,neutral
banyak cara bisa manfaat sama,positive,neutral
kamu jatidak bumi masa kalah sama ultraman,negative,neutral
minta tips dong biar poin aku cepet banyak gituu kak,negative,neutral
modal tap tap layar bisa ikut kontribusi menjatidak lingkung,neutral,neutral
giat kaya gin banyak kak say,positive,neutral
adakan fitur transfer poin,neutral,neutral
poin sedikit cuman ikut grand prize mypertamina,neutral,positive
jujury aku dr kemarin bingung mau pake poin buat apa kayak buat aja dehhh,negative,neutral
santai dulu sih,neutral,neutral
wah abru tau akuu,negative,neutral
skip dulu kayak kak,neutral,neutral
diskon kurang gede atuh min,negative,neutral
kalo flight pagi gue pake blue bird hehe,neutral,neutral
buat cowok kak,positive,neutral
gak cuman motor aja butuh awat xixixixi,negative,neutral
enak kalo punya banyak poin tukar tukar,positive,neutral
potong diskon berapa,neutral,neutral
tuh tuker 99k,positive,neutral
lama natal stok energi bakal aman ya,neutral,neutral
info posko mudik jalur pantura min,neutral,neutral
gw biasa naik bluebird supirnya macem2 bahkan yang bekas pilot suka denger cerita,neutral,neutral
mau tukar sayang poin,positive,neutral
butuh voucher libur aja kalo gue,neutral,neutral
pertamax green ada karawang,neutral,neutral
ken poin tukar jadi saldo,neutral,neutral
kalo ngedate modal voucher tidak sih wkwkwk,neutral,neutral
ken redeem jadi,neutral,neutral
asekk makan enak nih,positive,neutral
tinggal tukar aja,neutral,neutral
bro poin mending tukar aja pada hangus,negative,neutral
spaghetti favorit aku,positive,neutral
beib klinik deket rumah kamu ga,negative,neutral
kalo buat chicken bisa,neutral,neutral
biasa nih kak gratis 250 rb nambahnya lokasi 5x lipat,positive,positive
tukar lebih sekali,negative,neutral
saran kak dibanyakin voucher belanja sembako aja minimarket,negative,neutral
untung tuker poin kmrnmasih sempat buat genepin 1500 point,positive,neutral
makin gosok makin aziekkk aja nih hadiah tuker poin,positive,neutral
min eudora aesthetic daerah mana aja kayak baru denger,negative,neutral
request kak klinik kalo yang banyak cabang jutidak daerah,neutral,neutral
seru sih nih hadiah buat kasih yayang lokasi jauhh bett rumah,negative,neutral
mama nya kasih spaghetti hasil nukar point jtidak kak,neutral,neutral
besok aja ngisi nya sekali biar poin double,neutral,neutral
khusus bayar pake mypertamina,neutral,neutral
tetep poin kan kak,positive,neutral
1x transaksi aja minggu kak,neutral,neutral
semua spbu nih,negative,neutral
kalo bis ngisi bensin triple poin ada min,neutral,neutral
kalo red flag gimana kak tanda2 nya,neutral,neutral
klo percaya jatidak tas cewek fix sii,negative,neutral
kaya gitu boleh sia2kan min,negative,neutral
gimana cara min,negative,neutral
kalau ngedate modal voucer mayan nih min,positive,neutral
lebih butuh cinta doi nih kak gimana,positive,neutral
id makasih info min,positive,neutral
id makasih info gan,positive,neutral
tidak point tukar jadi motor,neutral,neutral
nongkrong ngopi kayak asik tuh,positive,neutral
tukar 5x enggak mimin,negative,neutral
jadi ken beli bensin pake mypertamina,neutral,neutral
aku lebih suka minum soda,positive,neutral
sekal coba kasih voucher bbm biar bisa jalanjalan,neutral,neutral
ngopi terus kak susah tidur lhoo,negative,neutral
minus lambung kumatt,positive,neutral
sekarang mas tidak siiii,negative,neutral
urip bareng bareng neng dal kalo nolong tolong,neutral,neutral
bahaya aquaplaning kalo ujan jangan coba atas 100 kmjam,negative,neutral
inti kalo ujan lebat tau kondisi ban sama cepat,positive,negative
aquaplaning apa bang,negative,neutral
utama jalan di tol,neutral,neutral
gk pernah menang,neutral,neutral
cara ikut gimana kak,neutral,neutral
kalo misal aku menang hadiah anter rumah,neutral,neutral
point bawah 1000 mending gausah ikut,negative,neutral
wish me luck,positive,positive
nyerah dehh gue mah mending tukar voucher kopi,negative,neutral
belum tau aquaplaning apa simpel kayak batu pipih lempar atas air cepat sehingtidak batu langsung tenggelam pantul lalu tenggelam cmiiw,positive,neutral
mending istirahat aja bright store kalo hujan deras mah,neutral,positive
ban mobil tidak napak soal kena air,negative,negative
gue pernah ngalamin naek motor lewat lapang beton jatoh gara2 slip genang air padahal jln pelan,neutral,neutral
stay safe aja gais ingat keluarga tunggu rumah,neutral,positive
ngebid cuman sekali aja,negative,neutral
buruburu habisin poin dah kamu nanti grand prize buat gue wkwkwk,neutral,positive
coba hadiah mobil buat bidding bakal gila2an,neutral,neutral
klo sy wajib bawa tripod kamera biar eks hehehe,neutral,neutral
powerbank buat jaga2 kalo hp lowbet,neutral,neutral
soal sekarang musim hujan jadi wajib bawa jas hujan,neutral,neutral
penting isi dalem dompet tebel,neutral,neutral
ngisi bensin full biar mogok jalan,neutral,neutral
